file,channel,variance_uV2,flatline,highvar
S001_run02,Fc5.,2254.9492012290884,False,False
S001_run02,Fc3.,2450.456025671442,False,False
S001_run02,Fc1.,2487.479159237688,False,False
S001_run02,Fcz.,2598.105751100175,False,False
S001_run02,Fc2.,2359.183172156342,False,False
S001_run02,Fc4.,1953.598155359782,False,False
S001_run02,Fc6.,1487.2685329464523,False,False
S001_run02,C5..,2302.2635615006047,False,False
S001_run02,C3..,2360.018830780956,False,False
S001_run02,C1..,2535.722244933738,False,False
S001_run02,Cz..,2669.02090532409,False,False
S001_run02,C2..,2401.9196922450283,False,False
S001_run02,C4..,1824.4605277059256,False,False
S001_run02,C6..,1346.6282652092852,False,False
S001_run02,Cp5.,2396.5774865207604,False,False
S001_run02,Cp3.,2561.9903184207874,False,False
S001_run02,Cp1.,2671.2539770475005,False,False
S001_run02,Cpz.,2703.001483125756,False,False
S001_run02,Cp2.,2357.229107168352,False,False
S001_run02,Cp4.,2314.1993335019984,False,False
S001_run02,Cp6.,1687.7548205707471,False,False
S001_run02,Fp1.,4998.946603641073,False,False
S001_run02,Fpz.,3762.1967394097687,False,False
S001_run02,Fp2.,4587.080139316968,False,False
S001_run02,Af7.,4552.198779467464,False,False
S001_run02,Af3.,4395.433884949863,False,False
S001_run02,Afz.,2650.2157160268575,False,False
S001_run02,Af4.,2863.342979867223,False,False
S001_run02,Af8.,4288.670162496221,False,False
S001_run02,F7..,3029.9298621737266,False,False
S001_run02,F5..,3264.9945631214723,False,False
S001_run02,F3..,2849.4754395554787,False,False
S001_run02,F1..,2593.5471304756784,False,False
S001_run02,Fz..,2553.0592884977154,False,False
S001_run02,F2..,2329.699173441279,False,False
S001_run02,F4..,2137.1838984395995,False,False
S001_run02,F6..,2082.004563530889,False,False
S001_run02,F8..,3203.3483106754734,False,False
S001_run02,Ft7.,2266.2110520945307,False,False
S001_run02,Ft8.,1194.4957141477423,False,False
S001_run02,T7..,2096.8120285940436,False,False
S001_run02,T8..,1392.9760813205455,False,False
S001_run02,T9..,1808.5737510812785,False,False
S001_run02,T10.,519.1491600040312,False,False
S001_run02,Tp7.,2185.626162227475,False,False
S001_run02,Tp8.,1141.224130610051,False,False
S001_run02,P7..,2739.861098736478,False,False
S001_run02,P5..,2992.12237636682,False,False
S001_run02,P3..,3135.506665452415,False,False
S001_run02,P1..,3407.6067589252716,False,False
S001_run02,Pz..,3110.3246737688114,False,False
S001_run02,P2..,3183.281474643493,False,False
S001_run02,P4..,2818.1256281493543,False,False
S001_run02,P6..,2573.4006076575515,False,False
S001_run02,P8..,2334.361990129921,False,False
S001_run02,Po7.,4538.0724662284165,False,False
S001_run02,Po3.,4391.542340338198,False,False
S001_run02,Poz.,4385.29799867937,False,False
S001_run02,Po4.,4667.910177665613,False,False
S001_run02,Po8.,6270.657200590819,False,False
S001_run02,O1..,6166.653382659231,False,False
S001_run02,Oz..,5092.489967992055,False,False
S001_run02,O2..,6378.083344268593,False,False
S001_run02,Iz..,4058.6342998773844,False,False
