file,channel,variance_uV2,flatline,highvar
S002_run01,Fc5.,969.9726921421493,False,False
S002_run01,Fc3.,797.3765619121202,False,False
S002_run01,Fc1.,683.4686821313994,False,False
S002_run01,Fcz.,685.6993522301632,False,False
S002_run01,Fc2.,701.8028033353769,False,False
S002_run01,Fc4.,718.7513356519585,False,False
S002_run01,Fc6.,1051.3751242840465,False,False
S002_run01,C5..,1074.1857405498354,False,False
S002_run01,C3..,796.6785984005475,False,False
S002_run01,C1..,684.0101973595807,False,False
S002_run01,Cz..,624.0095874659869,False,False
S002_run01,C2..,574.458354608976,False,False
S002_run01,C4..,457.8275792797634,False,False
S002_run01,C6..,554.2850797836602,False,False
S002_run01,Cp5.,566.0949501037187,False,False
S002_run01,Cp3.,667.7160901702332,False,False
S002_run01,Cp1.,503.25092040950005,False,False
S002_run01,Cpz.,592.3278117021634,False,False
S002_run01,Cp2.,487.0411448430361,False,False
S002_run01,Cp4.,392.4975506311307,False,False
S002_run01,Cp6.,298.7468743176397,False,False
S002_run01,Fp1.,4876.097214196032,False,False
S002_run01,Fpz.,4397.324122841641,False,False
S002_run01,Fp2.,4718.431371680579,False,False
S002_run01,Af7.,5879.779691184745,False,False
S002_run01,Af3.,2254.5772952394345,False,False
S002_run01,Afz.,1899.08061000907,False,False
S002_run01,Af4.,2265.3289534798273,False,False
S002_run01,Af8.,4691.5837711216745,False,False
S002_run01,F7..,2212.83696918671,False,False
S002_run01,F5..,1635.3987607393005,False,False
S002_run01,F3..,1062.024917602375,False,False
S002_run01,F1..,944.6532524438995,False,False
S002_run01,Fz..,931.1425287221176,False,False
S002_run01,F2..,1046.2049507860788,False,False
S002_run01,F4..,1169.3252626981994,False,False
S002_run01,F6..,1927.6246586519082,False,False
S002_run01,F8..,2440.6049771461803,False,False
S002_run01,Ft7.,1409.9562489502148,False,False
S002_run01,Ft8.,1060.9652502267536,False,False
S002_run01,T7..,2725.20845932503,False,False
S002_run01,T8..,607.7120501776235,False,False
S002_run01,T9..,761.082979667764,False,False
S002_run01,T10.,335.06604403218216,False,False
S002_run01,Tp7.,566.099341196923,False,False
S002_run01,Tp8.,249.15123018005912,False,False
S002_run01,P7..,382.012483192942,False,False
S002_run01,P5..,519.17754340861,False,False
S002_run01,P3..,458.77901433586396,False,False
S002_run01,P1..,455.67355196855675,False,False
S002_run01,Pz..,502.3894155531946,False,False
S002_run01,P2..,462.6866187579784,False,False
S002_run01,P4..,386.7248508360488,False,False
S002_run01,P6..,328.8769449996641,False,False
S002_run01,P8..,244.23232328969027,False,False
S002_run01,Po7.,415.596705932125,False,False
S002_run01,Po3.,595.2481301649422,False,False
S002_run01,Poz.,566.3609442606154,False,False
S002_run01,Po4.,390.72653435526405,False,False
S002_run01,Po8.,458.0245773040681,False,False
S002_run01,O1..,577.4324175183921,False,False
S002_run01,Oz..,409.4595897335226,False,False
S002_run01,O2..,641.474375839828,False,False
S002_run01,Iz..,409.6262766960327,False,False
