file,channel,variance_uV2,flatline,highvar
S002_run02,Fc5.,516.400151914388,False,False
S002_run02,Fc3.,580.8362603718758,False,False
S002_run02,Fc1.,678.1450166180966,False,False
S002_run02,Fcz.,766.2443559254064,False,False
S002_run02,Fc2.,700.5643337539473,False,False
S002_run02,Fc4.,591.3199863947863,False,False
S002_run02,Fc6.,419.78995225577796,False,False
S002_run02,C5..,456.2945394278252,False,False
S002_run02,C3..,583.3259827667293,False,False
S002_run02,C1..,814.3224499042594,False,False
S002_run02,Cz..,893.0767308750167,False,False
S002_run02,C2..,781.2501716503459,False,False
S002_run02,C4..,577.4905871657483,False,False
S002_run02,C6..,397.52767862091844,False,False
S002_run02,Cp5.,555.9390605683956,False,False
S002_run02,Cp3.,790.5691667121573,False,False
S002_run02,Cp1.,921.8962341167527,False,False
S002_run02,Cpz.,1149.4878274384405,False,False
S002_run02,Cp2.,999.131688295737,False,False
S002_run02,Cp4.,755.0237549969767,False,False
S002_run02,Cp6.,521.4946902294411,False,False
S002_run02,Fp1.,1614.8247935702766,False,False
S002_run02,Fpz.,1096.7910604928109,False,False
S002_run02,Fp2.,981.4624075769281,False,False
S002_run02,Af7.,1748.6262706492707,False,False
S002_run02,Af3.,996.6119436559393,False,False
S002_run02,Afz.,772.0182722953338,False,False
S002_run02,Af4.,681.9200634490056,False,False
S002_run02,Af8.,960.9401568378795,False,False
S002_run02,F7..,760.7507558032114,False,False
S002_run02,F5..,881.6720495897439,False,False
S002_run02,F3..,684.0441073363176,False,False
S002_run02,F1..,714.5798413984816,False,False
S002_run02,Fz..,704.8841793095775,False,False
S002_run02,F2..,653.2789932876747,False,False
S002_run02,F4..,647.8920391023919,False,False
S002_run02,F6..,619.0720673206126,False,False
S002_run02,F8..,362.9080723322864,False,False
S002_run02,Ft7.,397.46765167293734,False,False
S002_run02,Ft8.,239.87286842204716,False,False
S002_run02,T7..,1001.9818529965062,False,False
S002_run02,T8..,317.39678966297697,False,False
S002_run02,T9..,254.96886522440195,False,False
S002_run02,T10.,132.37817109605953,False,False
S002_run02,Tp7.,360.497058407938,False,False
S002_run02,Tp8.,304.3197472852559,False,False
S002_run02,P7..,547.1008192942085,False,False
S002_run02,P5..,895.3516769265655,False,False
S002_run02,P3..,954.0499745427137,False,False
S002_run02,P1..,1213.0256409567319,False,False
S002_run02,Pz..,1327.675909995633,False,False
S002_run02,P2..,1266.964221269484,False,False
S002_run02,P4..,1000.5716074203002,False,False
S002_run02,P6..,833.3160666550491,False,False
S002_run02,P8..,543.7968647121069,False,False
S002_run02,Po7.,1084.2073022939903,False,False
S002_run02,Po3.,1264.1098448732698,False,False
S002_run02,Poz.,1996.9363063944504,False,False
S002_run02,Po4.,1249.0641117979037,False,False
S002_run02,Po8.,1331.1889236764312,False,False
S002_run02,O1..,1671.808201718288,False,False
S002_run02,Oz..,1067.2967666516895,False,False
S002_run02,O2..,2030.2326770252453,False,False
S002_run02,Iz..,1062.9022124323938,False,False
