file,channel,variance_uV2,flatline,highvar
S002_run03,Fc5.,950.3339728336308,False,False
S002_run03,Fc3.,786.613353493291,False,False
S002_run03,Fc1.,641.4391036848725,False,False
S002_run03,Fcz.,593.1604848201301,False,False
S002_run03,Fc2.,548.952078623835,False,False
S002_run03,Fc4.,509.17594334556145,False,False
S002_run03,Fc6.,560.9152962620423,False,False
S002_run03,C5..,944.4942064805174,False,False
S002_run03,C3..,782.7567643164617,False,False
S002_run03,C1..,709.7527002672847,False,False
S002_run03,Cz..,579.4537529098709,False,False
S002_run03,C2..,545.0849027943024,False,False
S002_run03,C4..,376.57896042988625,False,False
S002_run03,C6..,346.21603790733036,False,False
S002_run03,Cp5.,969.075037169922,False,False
S002_run03,Cp3.,790.0058743865259,False,False
S002_run03,Cp1.,559.3446338055226,False,False
S002_run03,Cpz.,536.588461687818,False,False
S002_run03,Cp2.,431.85525955687336,False,False
S002_run03,Cp4.,350.1071460440214,False,False
S002_run03,Cp6.,252.9404167492894,False,False
S002_run03,Fp1.,2598.287770630907,False,False
S002_run03,Fpz.,2118.350789953793,False,False
S002_run03,Fp2.,2171.6234235160946,False,False
S002_run03,Af7.,3967.2220772579767,False,True
S002_run03,Af3.,1470.4565755750546,False,False
S002_run03,Afz.,1067.9827739771301,False,False
S002_run03,Af4.,1120.3377841164938,False,False
S002_run03,Af8.,2182.642754963563,False,False
S002_run03,F7..,1564.425475078388,False,False
S002_run03,F5..,1457.6663892994206,False,False
S002_run03,F3..,876.3259292971075,False,False
S002_run03,F1..,765.2376962187686,False,False
S002_run03,Fz..,678.0913444145968,False,False
S002_run03,F2..,674.68010596113,False,False
S002_run03,F4..,769.2840837133981,False,False
S002_run03,F6..,1027.422294617849,False,False
S002_run03,F8..,1421.914893145511,False,False
S002_run03,Ft7.,839.1517682074781,False,False
S002_run03,Ft8.,671.6221953465819,False,False
S002_run03,T7..,1462.7456722163354,False,False
S002_run03,T8..,429.81849428250376,False,False
S002_run03,T9..,622.0112016243638,False,False
S002_run03,T10.,193.0195012889153,False,False
S002_run03,Tp7.,718.1804471131602,False,False
S002_run03,Tp8.,191.68938751476884,False,False
S002_run03,P7..,614.6313560773183,False,False
S002_run03,P5..,748.2863761649811,False,False
S002_run03,P3..,637.5704305447114,False,False
S002_run03,P1..,495.3261667136584,False,False
S002_run03,Pz..,474.5811481157875,False,False
S002_run03,P2..,460.08536212530566,False,False
S002_run03,P4..,376.8184990307315,False,False
S002_run03,P6..,294.32245066387395,False,False
S002_run03,P8..,215.44865985854975,False,False
S002_run03,Po7.,518.5451850646936,False,False
S002_run03,Po3.,594.4157217822558,False,False
S002_run03,Poz.,624.3504926770399,False,False
S002_run03,Po4.,384.8906193300119,False,False
S002_run03,Po8.,437.88116493985063,False,False
S002_run03,O1..,728.6226296325559,False,False
S002_run03,Oz..,495.77546842983674,False,False
S002_run03,O2..,736.5957052680284,False,False
S002_run03,Iz..,495.29332552289884,False,False
