file,channel,variance_uV2,flatline,highvar
S001_run07,Fc5.,3142.7721795975,False,False
S001_run07,Fc3.,2886.38477136,False,False
S001_run07,Fc1.,3020.372499,False,False
S001_run07,Fcz.,3142.2910824774995,False,False
S001_run07,Fc2.,3125.0235403974993,False,False
S001_run07,Fc4.,2551.1647984375,False,False
S001_run07,Fc6.,2432.2200004774995,False,False
S001_run07,C5..,3060.1493681975,False,False
S001_run07,C3..,2428.9938042975,False,False
S001_run07,C1..,2580.5505743774997,False,False
S001_run07,Cz..,2835.17351119,False,False
S001_run07,C2..,2752.0054579974994,False,False
S001_run07,C4..,2057.35912256,False,False
S001_run07,C6..,1776.3332352974999,False,False
S001_run07,Cp5.,2208.2497547099997,False,False
S001_run07,Cp3.,2374.0453029775,False,False
S001_run07,Cp1.,2473.11667119,False,False
S001_run07,Cpz.,2549.5460327599994,False,False
S001_run07,Cp2.,2258.73693775,False,False
S001_run07,Cp4.,2170.1267584774996,False,False
S001_run07,Cp6.,1844.2039479974997,False,False
S001_run07,Fp1.,11854.1574899375,False,False
S001_run07,Fpz.,9206.338444437499,False,False
S001_run07,Fp2.,10601.66961644,False,False
S001_run07,Af7.,9258.295389937499,False,False
S001_run07,Af3.,8797.01886879,False,False
S001_run07,Afz.,4696.11979375,False,False
S001_run07,Af4.,5835.386064777499,False,False
S001_run07,Af8.,9434.162684,False,False
S001_run07,F7..,4280.18128119,False,False
S001_run07,F5..,5105.237884959999,False,False
S001_run07,F3..,4101.0184845775,False,False
S001_run07,F1..,3865.2527134974994,False,False
S001_run07,Fz..,3730.26800775,False,False
S001_run07,F2..,3664.9537463775,False,False
S001_run07,F4..,3791.4761283899993,False,False
S001_run07,F6..,3956.3642791899993,False,False
S001_run07,F8..,4809.3309940975,False,False
S001_run07,Ft7.,2734.253375,False,False
S001_run07,Ft8.,2131.34261975,False,False
S001_run07,T7..,2214.7200841975,False,False
S001_run07,T8..,1508.6680847975,False,False
S001_run07,T9..,1883.6729089975,False,False
S001_run07,T10.,652.3194969599999,False,False
S001_run07,Tp7.,2035.2139919099998,False,False
S001_run07,Tp8.,1316.2182475099999,False,False
S001_run07,P7..,2042.58844316,False,False
S001_run07,P5..,2221.8517524374997,False,False
S001_run07,P3..,2436.15690471,False,False
S001_run07,P1..,2453.2126510774997,False,False
S001_run07,Pz..,2516.225124,False,False
S001_run07,P2..,2271.9753432774996,False,False
S001_run07,P4..,2044.3819175099998,False,False
S001_run07,P6..,1710.22052775,False,False
S001_run07,P8..,1296.29706631,False,False
S001_run07,Po7.,2303.18155919,False,False
S001_run07,Po3.,2467.8257579899996,False,False
S001_run07,Poz.,2565.3955854775004,False,False
S001_run07,Po4.,2239.05407104,False,False
S001_run07,Po8.,2059.3524022399997,False,False
S001_run07,O1..,2462.76132204,False,False
S001_run07,Oz..,2333.8533102775,False,False
S001_run07,O2..,2917.7262310975,False,False
S001_run07,Iz..,2281.6723274775,False,False
