file,channel,variance_uV2,flatline,highvar
S002_run07,Fc5.,1075.1203121875826,False,False
S002_run07,Fc3.,1051.6303926828234,False,False
S002_run07,Fc1.,859.8037130443807,False,False
S002_run07,Fcz.,703.6788872958184,False,False
S002_run07,Fc2.,713.9082274832276,False,False
S002_run07,Fc4.,660.3858727340702,False,False
S002_run07,Fc6.,1276.1990877799878,False,False
S002_run07,C5..,860.5941835113854,False,False
S002_run07,C3..,981.9567046731444,False,False
S002_run07,C1..,820.1980310888855,False,False
S002_run07,Cz..,697.5768583695841,False,False
S002_run07,C2..,561.4548676279826,False,False
S002_run07,C4..,460.35438973783783,False,False
S002_run07,C6..,658.1621480166402,False,False
S002_run07,Cp5.,1005.2033342834952,False,False
S002_run07,Cp3.,923.3625720651356,False,False
S002_run07,Cp1.,564.553627542716,False,False
S002_run07,Cpz.,611.8802822290799,False,False
S002_run07,Cp2.,505.77688848558637,False,False
S002_run07,Cp4.,390.1009647009675,False,False
S002_run07,Cp6.,334.407862373174,False,False
S002_run07,Fp1.,3974.7516652388413,False,False
S002_run07,Fpz.,3521.5606561462046,False,False
S002_run07,Fp2.,3447.069113847474,False,False
S002_run07,Af7.,5542.183696212571,False,True
S002_run07,Af3.,2151.9316457527757,False,False
S002_run07,Afz.,1718.2553421822324,False,False
S002_run07,Af4.,1652.5392618377784,False,False
S002_run07,Af8.,2865.4768928775034,False,False
S002_run07,F7..,2261.2646335240884,False,False
S002_run07,F5..,1841.386964604402,False,False
S002_run07,F3..,1249.4521265837752,False,False
S002_run07,F1..,1000.2971206762467,False,False
S002_run07,Fz..,944.5251724518101,False,False
S002_run07,F2..,935.8363880523331,False,False
S002_run07,F4..,962.6694338687289,False,False
S002_run07,F6..,1233.0745356496627,False,False
S002_run07,F8..,1297.3912231656711,False,False
S002_run07,Ft7.,793.0711266209555,False,False
S002_run07,Ft8.,699.554820767958,False,False
S002_run07,T7..,711.9470622541971,False,False
S002_run07,T8..,443.9300388507791,False,False
S002_run07,T9..,414.6424382704573,False,False
S002_run07,T10.,176.97148584413625,False,False
S002_run07,Tp7.,639.8459340066056,False,False
S002_run07,Tp8.,212.1515945963671,False,False
S002_run07,P7..,413.3501080292815,False,False
S002_run07,P5..,559.0078106177498,False,False
S002_run07,P3..,541.7624387532842,False,False
S002_run07,P1..,467.36228806999384,False,False
S002_run07,Pz..,475.3393215198253,False,False
S002_run07,P2..,474.86411460398904,False,False
S002_run07,P4..,432.83611871240663,False,False
S002_run07,P6..,312.8916370773844,False,False
S002_run07,P8..,230.80321720443766,False,False
S002_run07,Po7.,437.7836388697823,False,False
S002_run07,Po3.,492.9575940634501,False,False
S002_run07,Poz.,541.887219867473,False,False
S002_run07,Po4.,380.08200965188956,False,False
S002_run07,Po8.,443.629275044513,False,False
S002_run07,O1..,552.1170511491796,False,False
S002_run07,Oz..,451.0395245782107,False,False
S002_run07,O2..,711.5338611999306,False,False
S002_run07,Iz..,450.9176851473164,False,False
